active_margin,active_rank,active_singular_gap,alpha,beta,carrier_id,certified,contraction_excess,eligible,lambda_keep,lambda_up,normality_residual,parent_radius,persistent_gap,persistent_rank,product_norm,radius_bound,reason,rho_mass,runtime_active_native_radius,runtime_active_rank_utilization,runtime_control_run,runtime_control_within_radius,runtime_formation_utilization,runtime_limiting_surface,runtime_persistent_native_radius,runtime_persistent_utilization,runtime_same_active_rank,runtime_status_preserved,runtime_stratum_parent_radius,state_index,structured_active_bound,structured_active_bound_verified,structured_active_spectral_shift,structured_control_run,structured_parent_norm,structured_same_active_rank,structured_status_preserved,y_min
0.8666445222974162,4,0.165535340216157,0.025235507934669762,0.9747644920653302,annual-sunspots,True,4.440892098500626e-16,True,0.6973977937231679,0.018054809854463456,2.1174469064439534e-16,1.327697659338999e-05,0.4223999999999985,4,"max(||DeltaK||_2,||DeltaY||_2,||DeltaR||_2,||Deltarho||_1)","{'delta': 1.327697659338999e-05, 'valid': True, 'reason': None, 'active_margin': 0.8666445222974162, 'active_rank': 4, 'persistent_rank': 4, 'persistent_gap': 0.4223999999999985, 'persistent_subspace_bound': 0.0001257297796632933, 'weighted_projector_bound': 0.0013736943768324584, 'load_bound': 0.004210478320749884, 'alpha_bound': 0.005955148314782902, 'packet_bound': 0.020722169295990665, 'active_subspace_sin_bound': 0.25036550224177667, 'active_formation_bound': 0.8662048153692199}",,1.0,2.389164060411037e-10,0.9999991855326469,True,True,1.1523662133700823e-08,active_runtime_rank,9.999999717180685e-09,1.649719633860514e-05,True,True,1.6497195872032562e-13,0,0.41644846497532484,True,2.3769787943495047e-06,True,6.638488296739631e-06,True,True,0.08481217893719466
0.8597043184271366,4,0.1638105140881307,0.024506577738331894,0.9754934222616681,annual-sunspots,True,4.440892098500626e-16,True,0.7059525827688229,0.017735108668482262,2.548386416624487e-16,1.2958434717750326e-05,0.4223999999999982,4,"max(||DeltaK||_2,||DeltaY||_2,||DeltaR||_2,||Deltarho||_1)","{'delta': 1.2958434717750326e-05, 'valid': True, 'reason': None, 'active_margin': 0.8597043184271366, 'active_rank': 4, 'persistent_rank': 4, 'persistent_gap': 0.4223999999999982, 'persistent_subspace_bound': 0.0001227132450593329, 'weighted_projector_bound': 0.0013414555034906583, 'load_bound': 0.0041129524989621455, 'alpha_bound': 0.005748668310338367, 'packet_bound': 0.020276282622287402, 'active_subspace_sin_bound': 0.24755776801211585, 'active_formation_bound': 0.857226536190385}",,1.0,2.378074548757848e-10,0.999999329907194,True,True,1.1694558772302257e-08,active_runtime_rank,1.0000000272292198e-08,1.6366443887818608e-05,True,True,1.6366444333464105e-13,1,0.41230322365940286,True,2.7691488170278333e-06,True,6.479217358856815e-06,True,True,0.08532435668351503
0.8242138104382636,4,0.14392581678811056,0.01294073298091635,0.9870592670190836,mauna-loa-co2,True,1.3322676295501878e-15,True,0.8944416599511255,0.011726479934067943,2.7673970424722987e-16,9.349989025435414e-06,0.422399999999996,4,"max(||DeltaK||_2,||DeltaY||_2,||DeltaR||_2,||Deltarho||_1)","{'delta': 9.349989025435414e-06, 'valid': True, 'reason': None, 'active_margin': 0.8242138104382636, 'active_rank': 4, 'persistent_rank': 4, 'persistent_gap': 0.422399999999996, 'persistent_subspace_bound': 8.854197667218657e-05, 'weighted_projector_bound': 0.0009968248573239574, 'load_bound': 0.0031115237826836173, 'alpha_bound': 0.0034574595819650638, 'packet_bound': 0.016732380270614477, 'active_subspace_sin_bound': 0.23251395259056554, 'active_formation_bound': 0.8199430561480907}",,1.0,1.8796345394734619e-10,0.9999999000449192,True,True,1.1175317392184632e-08,active_runtime_rank,9.999999717180685e-09,1.1381377044017424e-05,True,True,1.1381376722130099e-13,0,0.3929544267189862,True,4.960459667469053e-07,True,4.6749945127322334e-06,True,True,0.11365407775925418
0.8228433122923805,4,0.14342951420499925,0.0128065468629812,0.9871934531370189,mauna-loa-co2,True,8.881784197001252e-16,True,0.8923791882152343,0.011576551543278229,2.224992820023349e-16,9.256019286486356e-06,0.4223999999999971,4,"max(||DeltaK||_2,||DeltaY||_2,||DeltaR||_2,||Deltarho||_1)","{'delta': 9.256019286486356e-06, 'valid': True, 'reason': None, 'active_margin': 0.8228433122923805, 'active_rank': 4, 'persistent_rank': 4, 'persistent_gap': 0.4223999999999971, 'persistent_subspace_bound': 8.765210344159984e-05, 'weighted_projector_bound': 0.000986552911460691, 'load_bound': 0.003078959087333228, 'alpha_bound': 0.003429457070748396, 'packet_bound': 0.016682419751694617, 'active_subspace_sin_bound': 0.2326218539351815, 'active_formation_bound': 0.820261702314112}",,0.9999999999999999,1.8882551665258076e-10,0.9999998352772876,True,True,1.128332941375229e-08,active_runtime_rank,1.0000000050247593e-08,1.1354257003404201e-05,True,True,1.135425706045661e-13,1,0.3930736309478422,True,1.0329584747559295e-06,True,4.628009643292685e-06,True,True,0.11340498527593351
0.7331009249187083,4,0.0871586613484076,0.00443376424298156,0.9955662357570184,enso-pacific-sst,True,0.0,True,0.711185950263739,0.003167273781630956,2.072268534092281e-16,2.603768423048673e-06,0.4223999999999975,4,"max(||DeltaK||_2,||DeltaY||_2,||DeltaR||_2,||Deltarho||_1)","{'delta': 2.603768423048673e-06, 'valid': True, 'reason': None, 'active_margin': 0.7331009249187083, 'active_rank': 4, 'persistent_rank': 4, 'persistent_gap': 0.4223999999999975, 'persistent_subspace_bound': 2.465693004596296e-05, 'weighted_projector_bound': 0.00026376989768617584, 'load_bound': 0.0007975954741529752, 'alpha_bound': 0.001119026986882599, 'packet_bound': 0.00907064097470475, 'active_subspace_sin_bound': 0.20814089694301072, 'active_formation_bound': 0.7293915933874721}",,1.0,1.1358252176173769e-10,0.9999996488259565,True,True,1.2458635456799884e-08,active_runtime_rank,9.999997385712334e-09,3.503624720906373e-06,True,True,3.503623804958083e-14,0,0.3511380801756895,True,7.813286717617274e-08,True,1.3018842115464224e-06,True,True,0.06478996488150653
0.735995627075407,4,0.08393495289470843,0.004112313371427997,0.995887686628572,enso-pacific-sst,True,4.440892098500626e-16,True,0.7245228548022536,0.0029917681117185247,1.9305927429649035e-16,2.4935858413937263e-06,0.42239999999999794,4,"max(||DeltaK||_2,||DeltaY||_2,||DeltaR||_2,||Deltarho||_1)","{'delta': 2.4935858413937263e-06, 'valid': True, 'reason': None, 'active_margin': 0.735995627075407, 'active_rank': 4, 'persistent_rank': 4, 'persistent_gap': 0.42239999999999794, 'persistent_subspace_bound': 2.3613531727073046e-05, 'weighted_projector_bound': 0.000251874788511666, 'load_bound': 0.0007602597174715679, 'alpha_bound': 0.001047198198757173, 'packet_bound': 0.008816821595084528, 'active_subspace_sin_bound': 0.2100870088327761, 'active_formation_bound': 0.7358778590599176}",,0.9999999999999999,1.1249107799451819e-10,0.9999997629238315,True,True,1.2756646925088929e-08,active_runtime_rank,9.999999717180685e-09,3.420769935473799e-06,True,True,3.4207698387278183e-14,1,0.35414505454342426,True,8.787368002693974e-08,True,1.246792920683859e-06,True,True,0.06204827502053317
0.09047537707428926,4,0.19590636434661482,0.025986003610147985,0.9740139963898521,zachary-karate-network,True,6.661338147750939e-16,True,0.17803328041950386,0.004749801835348571,4.809344436828694e-17,3.7587895579639935e-07,0.42239999999999667,4,"max(||DeltaK||_2,||DeltaY||_2,||DeltaR||_2,||Deltarho||_1)","{'delta': 3.7587895579639935e-07, 'valid': True, 'reason': None, 'active_margin': 0.09047537707428926, 'active_rank': 4, 'persistent_rank': 4, 'persistent_gap': 0.42239999999999667, 'persistent_subspace_bound': 3.5594604776410727e-06, 'weighted_projector_bound': 4.2145050254792824e-05, 'load_bound': 0.0001356123044785661, 'alpha_bound': 0.0007430328430587645, 'packet_bound': 0.0023656449497196936, 'active_subspace_sin_bound': 0.024150771799676618, 'active_formation_bound': 0.08196049200373141}",,1.0,1.9648123603745184e-10,0.9999999148206683,True,True,7.523945706089273e-08,active_runtime_rank,9.999999384113778e-09,3.148625910398551e-06,True,True,3.1486257164790196e-14,0,0.040805068985144397,True,9.14263560691797e-09,True,1.8793947792472565e-07,True,True,0.16320168703291682
0.0183398302995563,4,0.20052853418739905,0.027469685263714697,0.9725303147362853,zachary-karate-network,True,6.661338147750939e-16,False,0.11613466932734881,0.0032802913865907757,4.809344436828694e-17,5.194596861808988e-08,0.42239999999999667,4,"max(||DeltaK||_2,||DeltaY||_2,||DeltaR||_2,||Deltarho||_1)","{'delta': 5.194596861808988e-08, 'valid': True, 'reason': None, 'active_margin': 0.0183398302995563, 'active_rank': 4, 'persistent_rank': 4, 'persistent_gap': 0.42239999999999667, 'persistent_subspace_bound': 4.919125943871415e-07, 'weighted_projector_bound': 5.85095541352103e-06, 'load_bound': 1.88790167120822e-05, 'alpha_bound': 0.00015814591302333814, 'packet_bound': 0.0004864247000999807, 'active_subspace_sin_bound': 0.004851426277772573, 'active_formation_bound': 0.016466330774887128}",,1.0,2.0109482367948296e-10,0.9999991768897329,True,True,3.7118159979518987e-07,active_runtime_rank,9.999999384113778e-09,2.151213484467007e-06,True,True,2.1512133519767323e-14,1,0.00822608307991091,True,1.0940158362560126e-09,True,2.597298431883388e-08,True,True,0.16773935479278113
0.0390642539609407,4,0.1992490258323214,0.027043548531995636,0.9729564514680044,zachary-karate-network,True,6.661338147750939e-16,False,0.09980190169486727,0.0027740168308646616,4.809344436828694e-17,7.376405987039813e-08,0.42239999999999667,4,"max(||DeltaK||_2,||DeltaY||_2,||DeltaR||_2,||Deltarho||_1)","{'delta': 7.376405987039813e-08, 'valid': True, 'reason': None, 'active_margin': 0.0390642539609407, 'active_rank': 4, 'persistent_rank': 4, 'persistent_gap': 0.42239999999999667, 'persistent_subspace_bound': 6.98523319990218e-07, 'weighted_projector_bound': 8.298306036663536e-06, 'load_bound': 2.6755832888791156e-05, 'alpha_bound': 0.00026097546583489435, 'packet_bound': 0.0008090927971977051, 'active_subspace_sin_bound': 0.008121422865862354, 'active_formation_bound': 0.02755170335546461}",,1.0000000000000002,1.9981786281718895e-10,0.9999993965407752,True,True,1.7418254630950143e-07,active_runtime_rank,9.999999384113778e-09,1.826966927183093e-06,True,True,1.826966814662717e-14,2,0.013756004206313762,True,1.2928979414850161e-09,True,3.688202998564094e-08,True,True,0.16652083020905878
0.046946466634883395,4,0.20346643473693554,0.028438834824265718,0.9715611651757343,zachary-karate-network,True,6.661338147750939e-16,False,0.10186955664382757,0.002981851888337858,4.809344436828694e-17,1.3297176924286242e-07,0.42239999999999667,4,"max(||DeltaK||_2,||DeltaY||_2,||DeltaR||_2,||Deltarho||_1)","{'delta': 1.3297176924286242e-07, 'valid': True, 'reason': None, 'active_margin': 0.046946466634883395, 'active_rank': 4, 'persistent_rank': 4, 'persistent_gap': 0.42239999999999667, 'persistent_subspace_bound': 1.2592024439735725e-06, 'weighted_projector_bound': 1.502112545340354e-05, 'load_bound': 4.8554771678191477e-05, 'alpha_bound': 0.000463511017179148, 'packet_bound': 0.0014049371766777878, 'active_subspace_sin_bound': 0.013810014202040281, 'active_formation_bound': 0.04687286985733466}",,1.0000000000000002,2.0402730911176506e-10,0.9999996142882556,True,True,1.4499394589387564e-07,active_runtime_rank,9.999999384113778e-09,1.9405451530474234e-06,True,True,1.940545033531921e-14,3,0.023378781469320858,True,2.5256253685657093e-09,True,6.648588457558446e-08,True,True,0.17065612207548259
0.01669276887701224,4,0.20572661365122707,0.029169479334221194,0.9708305206657788,zachary-karate-network,True,6.661338147750939e-16,True,0.13971961407201752,0.0041980019256750755,4.809344436828694e-17,6.304108119294021e-08,0.42239999999999667,4,"max(||DeltaK||_2,||DeltaY||_2,||DeltaR||_2,||Deltarho||_1)","{'delta': 6.304108119294021e-08, 'valid': True, 'reason': None, 'active_margin': 0.01669276887701224, 'active_rank': 4, 'persistent_rank': 4, 'persistent_gap': 0.42239999999999667, 'persistent_subspace_bound': 5.96979954356342e-07, 'weighted_projector_bound': 7.138384463504849e-06, 'load_bound': 2.3107816143272953e-05, 'alpha_bound': 0.0001606143825985115, 'packet_bound': 0.0004803333327429497, 'active_subspace_sin_bound': 0.0046696275626961, 'active_formation_bound': 0.015849296048403426}",,1.0,2.0628375230281206e-10,0.9999996169564449,True,True,4.077591646973922e-07,active_runtime_rank,9.999999384113778e-09,2.711858196562388e-06,True,True,2.7118580295427783e-14,4,0.007918064628618007,True,5.114384749038692e-10,True,3.152054062205423e-08,True,True,0.1730362640202487
0.18735296269523075,4,0.2044891534457049,0.028772950019434706,0.9712270499805652,zachary-karate-network,True,6.661338147750939e-16,True,0.24331419246537794,0.0072082702998907695,4.809344436828694e-17,1.2216066063382979e-06,0.42239999999999667,4,"max(||DeltaK||_2,||DeltaY||_2,||DeltaR||_2,||Deltarho||_1)","{'delta': 1.2216066063382979e-06, 'valid': True, 'reason': None, 'active_margin': 0.18735296269523075, 'active_rank': 4, 'persistent_rank': 4, 'persistent_gap': 0.42239999999999667, 'persistent_subspace_bound': 1.1568251444125556e-05, 'weighted_projector_bound': 0.0001381443507066074, 'load_bound': 0.0004468581756357719, 'alpha_bound': 0.0017900910133750352, 'packet_bound': 0.005486346649661529, 'active_subspace_sin_bound': 0.0536590479956019, 'active_formation_bound': 0.18212594010935143}",,1.0000000000000002,2.0504831464290225e-10,0.9999997615840384,True,True,3.633156897540874e-08,active_runtime_rank,9.999999384113778e-09,4.653420801332686e-06,True,True,4.6534205147349106e-14,5,0.09019036227058298,True,1.502981661349878e-08,True,6.108033032692362e-07,True,True,0.17171080048247656
0.17037992700874072,4,0.20471197429727225,0.028846651906089423,0.9711533480939105,zachary-karate-network,True,6.661338147750939e-16,True,0.23323336052786284,0.006927846747622105,4.809344436828694e-17,1.0806519979146481e-06,0.42239999999999667,4,"max(||DeltaK||_2,||DeltaY||_2,||DeltaR||_2,||Deltarho||_1)","{'delta': 1.0806519979146481e-06, 'valid': True, 'reason': None, 'active_margin': 0.17037992700874072, 'active_rank': 4, 'persistent_rank': 4, 'persistent_gap': 0.42239999999999667, 'persistent_subspace_bound': 1.0233452479346851e-05, 'weighted_projector_bound': 0.0001222324233698144, 'load_bound': 0.0003954393566522359, 'alpha_bound': 0.0016519982197773263, 'packet_bound': 0.005048694526028288, 'active_subspace_sin_bound': 0.04932485794599239, 'active_formation_bound': 0.16741509122786605}",,1.0,2.0527069999590933e-10,0.9999994762840219,True,True,3.995065159876153e-08,active_runtime_rank,9.999999384113778e-09,4.471323954930993e-06,True,True,4.471323679548311e-14,6,0.08297037935186574,True,1.0887979379203827e-08,True,5.403259990544029e-07,True,True,0.17193859664455677
0.09364734428271848,4,0.20465766035159122,0.028821209787098113,0.971178790212902,zachary-karate-network,True,6.661338147750939e-16,False,0.07148466723957134,0.002121416377535316,4.809344436828694e-17,1.4095460842364976e-07,0.42239999999999667,4,"max(||DeltaK||_2,||DeltaY||_2,||DeltaR||_2,||Deltarho||_1)","{'delta': 1.4095460842364976e-07, 'valid': True, 'reason': None, 'active_margin': 0.09364734428271848, 'active_rank': 4, 'persistent_rank': 4, 'persistent_gap': 0.42239999999999667, 'persistent_subspace_bound': 1.334797522327195e-06, 'weighted_projector_bound': 1.5942942136947214e-05, 'load_bound': 5.157411631021806e-05, 'alpha_bound': 0.0007016606349180372, 'packet_bound': 0.002114980988053233, 'active_subspace_sin_bound': 0.02066847617059445, 'active_formation_bound': 0.07015072344401152}",,1.0000000000000002,2.052165804901719e-10,0.9999994525436793,True,True,7.268460521530342e-08,active_runtime_rank,9.999999384113778e-09,1.3778016091237074e-06,True,True,1.3778015242668047e-14,7,0.03494574000313259,True,3.0408317808205965e-09,True,7.047730421483323e-08,True,True,0.17191379392169231
