absolute_boundary_distance,carrier_id,eligible,gate_reached,ground_gap,inside_norm,inside_preserved,limiting_surface,lowest_eigenvalue,outside_crossed,outside_norm,reason,sign_clearance,sign_threshold,signed_margin,simplicity_clearance,simplicity_threshold,state_index
0.8666445222974162,annual-sunspots,True,True,1.7332890545948323,0.857978077074442,True,simplicity,-1.2110322215887226,True,0.8666445247974159,,1.2110322214887226,-1e-10,0.8666445222974162,1.7332890445948324,1e-08,0
0.8597043184271366,annual-sunspots,True,True,1.719408646854273,0.8511072752428653,True,simplicity,-1.213730893672948,True,0.8597043209271364,,1.213730893572948,-1e-10,0.8597043184271366,1.7194086368542731,1e-08,1
0.853545661979556,annual-sunspots,True,True,1.7070913339591118,0.8450102053597606,True,simplicity,-1.2165706886038858,True,0.8535456644795565,,1.2165706885038858,-1e-10,0.853545661979556,1.707091323959112,1e-08,2
0.846123296711544,annual-sunspots,True,True,1.6922466034230879,0.8376620637444289,True,simplicity,-1.218596902534578,True,0.8461232992115438,,1.218596902434578,-1e-10,0.846123296711544,1.692246593423088,1e-08,3
0.8242138104382636,mauna-loa-co2,True,True,1.648427630876527,0.8159716723338808,True,simplicity,-1.2454521753214618,True,0.8242138129382631,,1.2454521752214618,-1e-10,0.8242138104382636,1.6484276208765272,1e-08,0
0.8228433122923805,mauna-loa-co2,True,True,1.645686634584761,0.8146148791694567,True,simplicity,-1.2422272133406846,True,0.8228433147923806,,1.2422272132406846,-1e-10,0.8228433122923805,1.645686624584761,1e-08,1
0.8160822748853787,mauna-loa-co2,True,True,1.6321645597707573,0.8079214521365249,True,simplicity,-1.241443475649205,True,0.8160822773853781,,1.241443475549205,-1e-10,0.8160822748853787,1.6321645497707573,1e-08,2
0.8006513187957719,mauna-loa-co2,True,True,1.6013026475915437,0.792644805607814,True,simplicity,-1.2399149675272165,True,0.8006513212957715,,1.2399149674272165,-1e-10,0.8006513187957719,1.6013026375915438,1e-08,3
0.7331009249187083,enso-pacific-sst,True,True,1.4662018598374165,0.7257699156695213,True,simplicity,-1.2300912241097588,True,0.7331009274187084,,1.2300912240097588,-1e-10,0.7331009249187083,1.4662018498374165,1e-08,0
0.735995627075407,enso-pacific-sst,True,True,1.471991264150814,0.728635670804653,True,simplicity,-1.2296887079101984,True,0.7359956295754071,,1.2296887078101983,-1e-10,0.735995627075407,1.471991254150814,1e-08,1
0.7391985715348456,enso-pacific-sst,True,True,1.478397153069691,0.7318065858194971,True,simplicity,-1.2310109165782568,True,0.7391985740348456,,1.2310109164782568,-1e-10,0.7391985715348456,1.4783971430696912,1e-08,2
0.7419014264424926,enso-pacific-sst,True,True,1.483802862884985,0.7344824121780678,True,simplicity,-1.230127241935608,True,0.7419014289424929,,1.230127241835608,-1e-10,0.7419014264424926,1.4838028528849851,1e-08,3
0.09047537707428926,zachary-karate-network,True,True,0.3058438144429313,0.08957062330354638,True,sign,-0.09047537717428926,True,0.09138013084503216,,0.09047537707428926,-1e-10,0.09047537707428926,0.3058438044429313,1e-08,0
0.0183398302995563,zachary-karate-network,False,True,0.2015404391789102,0.018156431996560744,True,sign,0.0183398301995563,True,0.01852322860255187,,-0.0183398302995563,-1e-10,-0.0183398302995563,0.2015404291789102,1e-08,1
0.0390642539609407,zachary-karate-network,False,True,0.18358923404633318,0.0386736114213313,True,sign,0.0390642538609407,True,0.03945489650055013,,-0.0390642539609407,-1e-10,-0.0390642539609407,0.18358922404633318,1e-08,2
0.046946466634883395,zachary-karate-network,False,True,0.17084311490897286,0.046477001968534555,True,sign,0.046946466534883394,True,0.04741593130123224,,-0.046946466634883395,-1e-10,-0.046946466634883395,0.17084310490897286,1e-08,3
0.01669276887701224,zachary-karate-network,True,True,0.22343248523738649,0.01652584118824213,True,sign,-0.016692768977012242,True,0.01685969656578236,,0.01669276887701224,-1e-10,0.01669276887701224,0.2234324752373865,1e-08,4
0.18735296269523075,zachary-karate-network,True,True,0.39240915643067303,0.18547943306827847,True,sign,-0.18735296279523075,True,0.18922649232218308,,0.18735296269523075,-1e-10,0.18735296269523075,0.39240914643067304,1e-08,5
0.17037992700874072,zachary-karate-network,True,True,0.3754876158804188,0.16867612773865337,True,sign,-0.17037992710874073,True,0.17208372627882823,,0.17037992700874072,-1e-10,0.17037992700874072,0.3754876058804188,1e-08,6
0.09364734428271848,zachary-karate-network,False,True,0.1259521923505591,0.09271087083989127,True,sign,0.09364734418271849,True,0.09458381772554565,,-0.09364734428271848,-1e-10,-0.09364734428271848,0.1259521823505591,1e-08,7
0.11485591892407215,zachary-karate-network,False,True,0.10640040527458934,0.11370735973483141,True,sign,0.11485591882407216,True,0.1160044781133129,,-0.11485591892407215,-1e-10,-0.11485591892407215,0.10640039527458935,1e-08,8
0.3436812526293643,zachary-karate-network,True,True,0.6873625152587286,0.34024444010307087,True,simplicity,-0.4836705785631965,True,0.34368125512936437,,0.4836705784631965,-1e-10,0.3436812526293643,0.6873625052587286,1e-08,9
0.056876354857136914,zachary-karate-network,True,True,0.2627507116943235,0.056307591308565545,True,sign,-0.056876354957136915,True,0.057445118405708276,,0.056876354857136914,-1e-10,0.056876354857136914,0.2627507016943235,1e-08,10
0.37860206789355666,zachary-karate-network,True,True,0.7572041457871134,0.37481604721462103,True,simplicity,-0.5541939461472519,True,0.3786020703935565,,0.5541939460472519,-1e-10,0.37860206789355666,0.7572041357871133,1e-08,11
0.05305637483373477,zachary-karate-network,True,True,0.2610880672524807,0.052525811085397424,True,sign,-0.05305637493373477,True,0.053586938582072106,,0.05305637483373477,-1e-10,0.05305637483373477,0.2610880572524807,1e-08,12
0.10016141680060572,zachary-karate-network,False,True,0.12174150141810867,0.09915980263259969,True,sign,0.10016141670060573,True,0.10116303096861179,,-0.10016141680060572,-1e-10,-0.10016141680060572,0.12174149141810868,1e-08,13
0.1018602818519175,zachary-karate-network,False,True,0.1106970473104761,0.10084167903339833,True,sign,0.10186028175191751,True,0.10287888467043664,,-0.1018602818519175,-1e-10,-0.1018602818519175,0.1106970373104761,1e-08,14
0.10666239479669172,zachary-karate-network,False,True,0.10718367697371362,0.10559577084872482,True,sign,0.10666239469669173,True,0.10772901874465868,,-0.10666239479669172,-1e-10,-0.10666239479669172,0.10718366697371362,1e-08,15
0.2768314769870497,zachary-karate-network,True,True,0.5536629639740994,0.2740631622171793,True,simplicity,-0.3506799107518762,True,0.27683147948704967,,0.3506799106518762,-1e-10,0.2768314769870497,0.5536629539740994,1e-08,16
0.12652457262356637,zachary-karate-network,True,True,0.33229521050732647,0.12525932689733071,True,sign,-0.12652457272356638,True,0.12778981834980202,,0.12652457262356637,-1e-10,0.12652457262356637,0.33229520050732647,1e-08,17
0.0774062496529621,zachary-karate-network,True,True,0.28383756801161825,0.07663218715643251,True,sign,-0.07740624975296209,True,0.07818031214949173,,0.0774062496529621,-1e-10,0.0774062496529621,0.28383755801161825,1e-08,18
0.12469526335844666,zachary-karate-network,False,True,0.09537367346076793,0.12344831072486216,True,sign,0.12469526325844667,True,0.12594221599203112,,-0.12469526335844666,-1e-10,-0.12469526335844666,0.09537366346076794,1e-08,19
0.0869301493763745,zachary-karate-network,False,True,0.12413221333482467,0.08606084788261074,True,sign,0.0869301492763745,True,0.08779945087013824,,-0.0869301493763745,-1e-10,-0.0869301493763745,0.12413220333482468,1e-08,20
0.05929693183524139,zachary-karate-network,False,True,0.15270313308064026,0.05870396251688901,True,sign,0.059296931735241386,True,0.05988990115359381,,-0.05929693183524139,-1e-10,-0.05929693183524139,0.15270312308064027,1e-08,21
0.10514629250411728,zachary-karate-network,False,True,0.10770186486147294,0.10409482957907612,True,sign,0.10514629240411728,True,0.10619775542915845,,-0.10514629250411728,-1e-10,-0.10514629250411728,0.10770185486147295,1e-08,22
0.04928203807502085,zachary-karate-network,False,True,0.16464776133669962,0.04878921769427066,True,sign,0.04928203797502085,True,0.04977485845577107,,-0.04928203807502085,-1e-10,-0.04928203807502085,0.16464775133669962,1e-08,23
0.10433375488511834,zachary-karate-network,False,True,0.10928448195836053,0.10329041733626723,True,sign,0.10433375478511835,True,0.10537709243396952,,-0.10433375488511834,-1e-10,-0.10433375488511834,0.10928447195836054,1e-08,24
0.08556325298563136,zachary-karate-network,False,True,0.12869892802017224,0.08470762045577498,True,sign,0.08556325288563137,True,0.08641888551548767,,-0.08556325298563136,-1e-10,-0.08556325298563136,0.12869891802017225,1e-08,25
0.0803840062885115,zachary-karate-network,False,True,0.1305181737108887,0.0795801662256264,True,sign,0.0803840061885115,True,0.0811878463513966,,-0.0803840062885115,-1e-10,-0.0803840062885115,0.1305181637108887,1e-08,26
0.09984180457207868,zachary-karate-network,False,True,0.11587257457811637,0.09884338652635791,True,sign,0.09984180447207869,True,0.1008402226177995,,-0.09984180457207868,-1e-10,-0.09984180457207868,0.11587256457811637,1e-08,27
0.13487695082967485,zachary-karate-network,False,True,0.08388028838878397,0.1335281813213781,True,sign,0.13487695072967484,True,0.1362257203379716,,-0.13487695082967485,-1e-10,-0.13487695082967485,0.08388027838878398,1e-08,28
0.06784508070702071,zachary-karate-network,False,True,0.14454701905580286,0.0671666298999505,True,sign,0.06784508060702071,True,0.06852353151409095,,-0.06784508070702071,-1e-10,-0.06784508070702071,0.14454700905580287,1e-08,29
0.12482630770163662,zachary-karate-network,False,True,0.0945789535427537,0.1235780446246203,True,sign,0.12482630760163663,True,0.12607457077865303,,-0.12482630770163662,-1e-10,-0.12482630770163662,0.0945789435427537,1e-08,30
0.07426282313473319,zachary-karate-network,False,True,0.14221835802320829,0.07352019490338582,True,sign,0.0742628230347332,True,0.07500545136608051,,-0.07426282313473319,-1e-10,-0.07426282313473319,0.1422183480232083,1e-08,31
0.05770464211873961,zachary-karate-network,True,True,0.27228919963279874,0.05712759569755218,True,sign,-0.05770464221873961,True,0.05828168853992698,,0.05770464211873961,-1e-10,0.05770464211873961,0.27228918963279874,1e-08,32
0.1313989708327415,zachary-karate-network,True,True,0.3468771375435864,0.13008498112441413,True,sign,-0.1313989709327415,True,0.13271296054106896,,0.1313989708327415,-1e-10,0.1313989708327415,0.3468771275435864,1e-08,33
