active_rank,active_rank_ratio,alpha,beta,carrier_id,exception,first_step_active_rank,first_step_alpha,first_step_beta,first_step_formation_eigenvalue,first_step_formation_gap,first_step_lambda_keep,first_step_lambda_up,first_step_persistence_rank,first_step_reason,first_step_success,first_step_terminal,formation_depth_normalized,formation_gap_normalized,gram_rebuild_residual,index,k_rms_ratio,load_log10_ratio,neutral_load_density_ratio,persistent_rank,processed,source_dimension,source_generation,source_name,successful_depth,successor_recursive_rho,successor_rho_mass,successor_y_log10_condition,terminal_reason_within_horizon,terminal_within_horizon,unitarity_residual
4.0,0.11764705882352941,0.025986003610147985,0.9740139963898521,zachary-karate-network,,4,0.025986003610147985,0.9740139963898521,-0.09047537717428919,0.3058438144429312,0.17803328041950386,0.004749801835348571,4,,True,False,0.07540564254696937,0.25490194202405636,0.0,0,0.4072456658669553,-1.5738257032013134,0.17478372831563288,4.0,True,34,0,karate_node_0,3,1.0000000000000007,0.09047537717428919,0.002547066251000596,dual persistent load below admissibility threshold,True,1.110581379645185e-16
,,,,zachary-karate-network,,4,0.027469685263714697,0.9725303147362853,0.018339830199556286,0.2015404391789102,0.11613466932734881,0.0032802913865907757,4,formation gate failed: no simple negative lowest eigenvalue,False,True,,,,1,,,,,True,34,1,karate_node_1,0,,,,formation gate failed: no simple negative lowest eigenvalue,True,
,,,,zachary-karate-network,,4,0.027043548531995636,0.9729564514680044,0.0390642538609407,0.18358923404633318,0.09980190169486727,0.0027740168308646616,4,formation gate failed: no simple negative lowest eigenvalue,False,True,,,,2,,,,,True,34,2,karate_node_2,0,,,,formation gate failed: no simple negative lowest eigenvalue,True,
,,,,zachary-karate-network,,4,0.028438834824265718,0.9715611651757343,0.04694646653488342,0.1708431149089728,0.10186955664382757,0.002981851888337858,4,formation gate failed: no simple negative lowest eigenvalue,False,True,,,,3,,,,,True,34,3,karate_node_3,0,,,,formation gate failed: no simple negative lowest eigenvalue,True,
4.0,0.11764705882352941,0.029169479334221194,0.9708305206657788,zachary-karate-network,,4,0.029169479334221194,0.9708305206657788,-0.01669276897701221,0.22343248523738646,0.13971961407201752,0.0041980019256750755,4,,True,False,0.013910648279442812,0.1861938376203053,0.0,4,0.36507691997216046,-1.5222147439136107,0.18446623339646076,4.0,True,34,4,karate_node_4,3,1.0000000000000002,0.01669276897701221,0.002351133151874282,dual persistent load below admissibility threshold,True,1.1665030565149508e-16
4.0,0.11764705882352941,0.028772950019434706,0.9712270499805652,zachary-karate-network,,4,0.028772950019434706,0.9712270499805652,-0.1873529627952307,0.392409156430673,0.24331419246537794,0.0072082702998907695,4,,True,False,0.15612758018539022,0.3270078632440545,0.0,5,0.4039450352902094,-1.5283363782727826,0.18331446784934935,4.0,True,34,5,karate_node_5,3,1.0000000000000009,0.1873529627952305,0.0023736218429105506,dual persistent load below admissibility threshold,True,6.478465556030684e-17
4.0,0.11764705882352941,0.028846651906089423,0.9711533480939105,zachary-karate-network,,4,0.028846651906089423,0.9711533480939105,-0.1703799271087407,0.3754876158804188,0.23323336052786284,0.006927846747622105,4,,True,False,0.14198336485554147,0.3129065499028018,0.0,6,0.3969934692058922,-1.5271923978357862,0.18353054067379565,4.0,True,34,6,karate_node_6,3,1.0000000000000009,0.1703799271087407,0.0023693907380396887,dual persistent load below admissibility threshold,True,2.279020209961387e-16
,,,,zachary-karate-network,,4,0.028821209787098113,0.971178790212902,0.09364734418271846,0.1259521923505591,0.07148466723957134,0.002121416377535316,4,formation gate failed: no simple negative lowest eigenvalue,False,True,,,,7,,,,,True,34,7,karate_node_7,0,,,,formation gate failed: no simple negative lowest eigenvalue,True,
,,,,zachary-karate-network,,4,0.028393574002137524,0.9716064259978625,0.11485591882407213,0.10640040527458934,0.05131542964025806,0.0014996076703030718,4,formation gate failed: no simple negative lowest eigenvalue,False,True,,,,8,,,,,True,34,8,karate_node_8,0,,,,formation gate failed: no simple negative lowest eigenvalue,True,
4.0,0.11764705882352941,0.029812641918907094,0.9701873580810928,zachary-karate-network,,4,0.029812641918907094,0.9701873580810928,-0.4836705785631966,0.6873625152587287,0.43117153986124357,0.013249361184144189,4,,True,False,0.4031047995480185,0.5728674457588252,0.0,9,0.549265386968108,-1.5124551475135968,0.18636888508085656,4.0,True,34,9,karate_node_9,4,1.0000000000000009,0.48367057856319656,0.0023147280178584645,,False,2.4169073762853335e-16
