active_rank,active_runtime_radius,active_threshold,carrier_id,exact_rank_nonopen,formation_eligible,formation_operator_margin,formation_sign_clearance,formation_simplicity_clearance,persistent_rank,persistent_runtime_radius,persistent_threshold,state_index
4,2.389164060411037e-10,2.389171812007185e-10,annual-sunspots,True,True,0.8666445222974162,1.2110322214887226,1.7332890445948324,4,9.999999717180685e-09,0.99999999,0
4,2.378074548757848e-10,2.3780782557836366e-10,annual-sunspots,True,True,0.8597043184271366,1.213730893572948,1.7194086368542731,4,1.0000000272292198e-08,0.99999999,1
4,1.8796345394734619e-10,1.879643410330282e-10,mauna-loa-co2,True,True,0.8242138104382636,1.2454521752214618,1.6484276208765272,4,9.999999717180685e-09,0.99999999,0
4,1.8882551665258076e-10,1.8882611866783577e-10,mauna-loa-co2,True,True,0.8228433122923805,1.2422272132406846,1.645686624584761,4,1.0000000050247593e-08,0.99999999,1
4,1.1358252176173769e-10,1.1358338380365052e-10,enso-pacific-sst,True,True,0.7331009249187083,1.2300912240097588,1.4662018498374165,4,9.999997385712334e-09,0.99999999,0
4,1.1249107799451819e-10,1.1249202165532465e-10,enso-pacific-sst,True,True,0.735995627075407,1.2296887078101983,1.471991254150814,4,9.999999717180685e-09,0.99999999,1
4,1.9648123603745184e-10,1.964816869031364e-10,zachary-karate-network,True,True,0.09047537707428926,0.09047537707428926,0.3058438044429313,4,9.999999384113778e-09,0.99999999,0
4,2.0109482367948296e-10,2.010952716709393e-10,zachary-karate-network,True,False,0.0183398302995563,-0.0183398302995563,0.2015404291789102,4,9.999999384113778e-09,0.99999999,1
4,1.9981786281718895e-10,1.9981829565785567e-10,zachary-karate-network,True,False,0.0390642539609407,-0.0390642539609407,0.18358922404633318,4,9.999999384113778e-09,0.99999999,2
4,2.0402730911176506e-10,2.0402776569552398e-10,zachary-karate-network,True,False,0.046946466634883395,-0.046946466634883395,0.17084310490897286,4,9.999999384113778e-09,0.99999999,3
4,2.0628375230281206e-10,2.062842374640357e-10,zachary-karate-network,True,True,0.01669276887701224,0.01669276887701224,0.2234324752373865,4,9.999999384113778e-09,0.99999999,4
4,2.0504831464290225e-10,2.0504873197242218e-10,zachary-karate-network,True,True,0.18735296269523075,0.18735296269523075,0.39240914643067304,4,9.999999384113778e-09,0.99999999,5
4,2.0527069999590933e-10,2.0527116263923511e-10,zachary-karate-network,True,True,0.17037992700874072,0.17037992700874072,0.3754876058804188,4,9.999999384113778e-09,0.99999999,6
4,2.052165804901719e-10,2.05217055265118e-10,zachary-karate-network,True,False,0.09364734428271848,-0.09364734428271848,0.1259521823505591,4,9.999999384113778e-09,0.99999999,7
4,2.0405877485846473e-10,2.040592823398807e-10,zachary-karate-network,True,False,0.11485591892407215,-0.11485591892407215,0.10640039527458935,4,9.999999384113778e-09,0.99999999,8
4,2.0781511201954838e-10,2.078155347330583e-10,zachary-karate-network,True,True,0.3436812526293643,0.4836705784631965,0.6873625052587286,4,9.999999384113778e-09,0.99999999,9
4,2.063141282057596e-10,2.0631455471334845e-10,zachary-karate-network,True,True,0.056876354857136914,0.056876354857136914,0.2627507016943235,4,9.999999384113778e-09,0.99999999,10
4,2.077603567364138e-10,2.0776081401795401e-10,zachary-karate-network,True,True,0.37860206789355666,0.5541939460472519,0.7572041357871133,4,9.999999384113778e-09,0.99999999,11
4,2.0735825344917845e-10,2.073586918487162e-10,zachary-karate-network,True,True,0.05305637483373477,0.05305637483373477,0.2610880572524807,4,9.999999384113778e-09,0.99999999,12
